# Distance = 16.5 Mpc
# Rad	Vobs	errV	Vgas	Vdisk	Vbul	SBdisk	SBbul		
# kpc	km/s	km/s	km/s	km/s	km/s	L/pc^2	L/pc^2
2.83	257.00	5.60	-6.82	234.46	212.60	1373.66	26.62
2.92	259.00	8.73	-7.07	239.57	209.57	1344.19	20.95
3.00	260.00	5.19	-7.31	243.97	206.96	1311.28	16.93
3.09	262.00	11.00	-7.55	248.68	204.14	1269.31	13.39
3.18	263.00	16.00	-7.78	252.98	201.42	1224.91	10.58
3.27	264.00	13.10	-8.00	256.93	198.78	1182.82	8.31
3.35	266.00	11.80	-8.21	260.17	196.48	1144.53	6.73
3.43	267.00	12.70	-8.40	263.10	194.27	1105.43	5.47
4.21	280.00	5.52	-9.93	282.25	175.61	838.68	0.70
4.29	282.00	2.35	-10.07	283.70	173.97	817.02	0.56
4.38	283.00	5.10	-10.20	285.12	172.20	793.56	0.44
4.47	285.00	4.61	-10.32	286.54	170.45	771.06	0.35
4.80	290.00	10.80	-10.66	290.98	164.51	698.48	0.15
5.25	296.00	2.85	-10.87	296.92	157.31	618.22	0.04
5.32	298.00	1.92	-10.98	297.80	156.27	605.44	0.04
5.41	299.00	4.29	-10.98	298.79	154.97	589.09	0.03
5.50	300.00	4.92	-10.87	299.65	153.70	572.85	0.02
5.58	301.00	2.24	-10.87	300.25	152.59	558.57	0.02
5.67	302.00	4.59	-10.87	300.59	151.39	543.65	0.01
5.76	303.00	5.07	-10.77	301.15	150.21	529.17	0.01
6.00	306.00	7.89	-10.56	302.48	147.17	492.68	0.01
6.18	307.00	4.41	-10.25	303.22	145.01	468.31	0.00
6.27	308.00	3.20	-10.11	303.58	143.96	458.48	0.00
6.36	309.00	6.66	-9.94	303.97	142.94	449.61	0.00
6.45	310.00	5.83	-9.76	304.41	141.93	441.70	0.00
6.53	310.00	3.83	-9.58	304.83	141.06	435.47	0.00
6.61	311.00	2.41	-9.37	305.34	140.20	430.01	0.00
6.70	312.00	1.25	-9.15	306.03	139.26	424.77	0.00
6.79	312.00	3.61	-8.91	306.85	138.35	417.48	0.00
6.87	313.00	13.80	-8.64	307.19	137.53	408.19	0.00
6.96	313.00	4.58	-8.36	307.95	136.63	397.12	0.00
7.05	314.00	3.05	-8.05	308.63	135.75	385.39	0.00
7.20	315.00	1.38	-7.43	309.44	134.31	364.37	0.00
7.39	316.00	0.75	-6.59	309.73	132.58	335.10	0.00
7.47	316.00	8.57	-6.16	309.53	131.86	325.32	0.00
7.99	318.00	1.36	-2.38	307.52	127.53	288.76	0.00
8.08	318.00	16.00	-0.67	307.34	126.82	285.24	0.00
8.16	318.00	5.50	2.00	307.11	126.20	282.80	0.00
8.25	319.00	2.94	2.92	307.22	125.51	276.89	0.00
8.34	319.00	1.74	3.49	307.32	124.83	270.93	0.00
8.40	319.00	2.20	3.85	307.36	124.38	266.95	0.00
9.59	319.00	3.23	7.94	304.71	116.41	195.24	0.00
10.80	317.00	4.08	12.02	299.89	109.70	155.37	0.00
12.02	312.00	2.62	17.77	298.77	103.98	118.88	0.00
13.22	308.00	0.76	22.79	295.36	99.15	82.40	0.00
14.42	303.00	1.86	24.88	287.38	94.93	50.37	0.00
15.63	298.00	1.34	24.46	274.79	91.19	30.81	0.00
16.83	296.00	1.41	24.25	262.23	87.87	22.51	0.00
18.03	294.00	1.15	25.92	253.58	84.90	18.71	0.00
19.23	294.00	0.59	28.33	245.50	82.21	12.92	0.00
20.43	294.00	0.50	31.05	237.34	79.76	9.23	0.00
21.64	292.00	1.21	33.56	229.62	77.50	6.57	0.00
22.84	290.00	1.21	34.91	222.49	75.43	4.66	0.00
24.04	287.00	0.81	34.60	215.84	73.53	3.32	0.00
25.24	283.00	1.08	32.72	209.67	71.76	2.37	0.00
26.44	279.00	1.87	31.05	203.93	70.11	1.69	0.00
27.65	276.00	1.55	30.52	198.57	68.56	1.20	0.00
28.85	273.00	1.90	30.21	193.62	67.12	0.86	0.00
30.05	271.00	1.12	30.00	189.02	65.76	0.61	0.00
31.25	270.00	1.41	30.73	184.73	64.49	0.43	0.00
32.34	268.00	1.76	31.88	181.07	63.39	0.32	0.00
33.55	267.00	1.81	33.03	177.28	62.24	0.23	0.00
34.75	266.00	2.18	33.45	173.75	61.15	0.16	0.00
35.95	265.00	3.01	33.24	170.44	60.13	0.12	0.00
37.15	264.00	2.04	32.93	167.32	59.15	0.08	0.00
38.35	264.00	1.58	32.82	164.38	58.21	0.06	0.00
39.56	264.00	3.23	33.03	161.57	57.32	0.04	0.00
40.76	264.00	2.94	33.76	158.94	56.47	0.03	0.00
41.96	264.00	1.62	34.29	156.44	55.65	0.02	0.00
43.16	264.00	2.15	34.29	154.06	54.87	0.02	0.00
44.36	262.00	4.45	34.08	151.79	54.13	0.01	0.00
45.57	260.00	7.43	34.39	149.61	53.40	0.01	0.00
46.77	258.00	7.22	34.81	147.54	52.71	0.01	0.00
47.97	257.00	5.37	34.81	145.56	52.05	0.00	0.00
49.17	258.00	5.43	34.60	143.67	51.41	0.00	0.00
50.37	260.00	6.47	34.60	141.84	50.79	0.00	0.00
51.58	263.00	5.75	34.60	140.10	50.20	0.00	0.00
52.78	265.00	5.54	34.18	138.41	49.62	0.00	0.00
53.98	266.00	4.43	33.56	136.79	49.07	0.00	0.00
55.18	266.00	4.71	33.14	135.22	48.53	0.00	0.00
57.59	262.00	5.28	32.72	132.24	47.50	0.00	0.00
59.99	263.00	4.70	31.36	129.47	46.54	0.00	0.00
62.39	272.00	5.04	30.52	126.87	45.64	0.00	0.00
